created_at,date,time,username,tweet,target
1582317318000,2020-02-21,23:35:18,samikavak44,@Turkcell @TurkcellHizmet @TcellPlatinum @TurkcellTVPlus @GlobalBilgi @TurkcellBiPSpor @KKTCELL @dialogistanbul sevgili TURKCELL yardımcı olacak mısınız ? bur arkadaşın mağduriyet paylaşımlarından bıktıkta 😐😒,4
1582317285000,2020-02-21,23:34:45,turkcellhizmet,Bu durumu etkileyen birçok faktör olabiliyor. Turkcell kaynaklı bir durum olup olmadığını tespit edebilmemiz için paylaştığımız testin yapılması gerekiyor.,4
1582317242000,2020-02-21,23:34:02,zeren_engin,"Ulan Hayrettin Turkcell reklamlarında ve videolarında oynayarak kariyer yapmıştın, bu hallere mi düşecektin çok yazık😂😂😂  https://twitter.com/tamamdanie/status/1230882470708629504 …",4
1582317230000,2020-02-21,23:33:50,oquzhanclskn,Bırakma türkcelli çekmiyor diğerleri 😂,4
1582317171000,2020-02-21,23:32:51,bappiculo,Babuş söylede şu popupları araya sıkıştırıp durmasınlar. Çok sövüyorum,4
1582317149000,2020-02-21,23:32:29,slaweally,"Lan adam yaşlı arayınca sesinden anladım. Bunu dövsem bu yaşananlar yazılmaz haberlere çıkarız manşette ""Türkcell'e sinirlenen Genç adam babası yaşında adamı sokak ortasında döverek öldürdü """,4
1582317143000,2020-02-21,23:32:23,mehmetpolatt63,Bide diyolar turkcell in çekim gücü,4
1582317101000,2020-02-21,23:31:41,mukaaddessss,Hoş buldum! 🤩 @Turkcell  https://twitter.com/Mukaaddessss/status/1222862919437836289 … pic.twitter.com/12FPuzabRb,4
1582317046000,2020-02-21,23:30:46,slaweally,"Yok hacı yok. Başbakan da olsan sorun telekurye de bitiyor.
Normal şartlarda türkcell ile bir sorunum yok. Sorun aracı şirkette.",4
1582317015000,2020-02-21,23:30:15,samikavak44,2 ay olmuş sen olsan gidermisin? ben dayak yerim diye gitmem 🤣,4
1582316985000,2020-02-21,23:29:45,fc_bjk_1903,"1 hafta sonra dönüyorlar 😂
@Turkcell 1500tl geçirdikten sonra 59tl limitsiz 100mbit hız süper oldu bir de kesilmese  pic.twitter.com/TJnV02UVPt",4
1582316959000,2020-02-21,23:29:19,samikavak44,16 günün daha var :D bide hep aynı kişiyi iste selam yolla en son bizim işi takım kaptanımı neyse bir hanfendiye bağladılar. öğrenci olduğumuzu öğrenince bizzat el atıp 1 günde çözmüştü o günü unutamam :D,4
1582316935000,2020-02-21,23:28:55,gulupgeciyoruz,vodafone sen bi sus turkcell haftalık 3 gb hediye verir sen 3 dakikalık 500 mb veriyorsun puh size,4
1582316921000,2020-02-21,23:28:41,mozkanjpg,Cuma mesajı atmak için verdiğiniz hediye için teşekkürler #Turkcell  pic.twitter.com/Hs2S7VyKKl,4
1582316915000,2020-02-21,23:28:35,slaweally,"En son işte arkadaş aradı genel müdürlükten elif mi neydi işte kesin çözüm sağlandı dedi.
Türkcell : kesin geliyor bu cuma.
Ben: tamam bekliyorum.
Telekurye den arkadaş : bunlar ne diyor la 😜 😜 😜 yine gitmeyeceğim ki 🤪",4
1582316795000,2020-02-21,23:26:35,slaweally,"Her hafta görüşüyoruz. Türkcell ile aramızdaki döngü şöyle ;
Türkcell : ali bey bu hafta telekurye gelecek adreste misiniz.
Ben: evet gelsin.
Türkcell: tamam kesin çözüm sağlanıyor sorununuza.
Cuma günü ben : sevgili @Turkcell henüz gelen giden yok 🙄
2 aydır böyleyiz.",4
1582316734000,2020-02-21,23:25:34,tanerak15865567,@Turkcell sevgili turkcell 21 yıllık abonemiz olarak size soruyorum İstanbul da yaşıyorum geçen Eylül ayında ki depremde hatlarını çekmedi. Yarın BİRGÜN deprem olsa yine aynı sıkıntıyı yaşarmıyız yoksa Turkcel olarak çözüm üretiyormusynuz aynı sıkıntıyı yaşamamak için,4
1582316572000,2020-02-21,23:22:52,omrgndzz_,"Tarafınızdan iyi sonuçlar bekliyorum , geri dönüş sağlanmazsa @Turkcell dönüş sağlarım",4
1582316543000,2020-02-21,23:22:23,meydeeeyyy,Ne olursan ol Turkcell’i ol ❤️,4
1582316222000,2020-02-21,23:17:02,zamazingoishere,evveliyatını sikeyim eve vodafone net bağlatan beynimi sikeyim bas parayı kaliteli hizmet al kardeşim turkcell’den şaşma,4
1582315977000,2020-02-21,23:12:57,ersinkilic58,Bu nasıl gsm altyapısı @TurkTelekom İstanbul un göbeğinde bile şebeke sorunu yaşıyorum 20 yıllık @Turkcell imi terk ettiğim için çok pişmanım 😑,4
1582315888000,2020-02-21,23:11:28,gamzelann,Operatör dolu heryer😂,4
1582315777000,2020-02-21,23:09:37,huseyint45,"Turkcell'den cezaya tepki: Elinizi vicdanınıza koyun!
@shiftdeletenet https://shiftdelete.net/?p=341238 ",4
1582315363000,2020-02-21,23:02:43,merlinindunyasi,Turkcell'e gittin ama dönüşün hızlı olacaktır. 👍👽🤖😆🦅,4
1582315301000,2020-02-21,23:01:41,sahintasli,"Süreci hassasiyetle takip ettik ve bu hassasiyet doğrultusunda ekseriyetle çözüme kavuşmasını en kalbi duygularımızla umduk. Gayretlerinden ötürü Turkcell'e teşekkür ediyor, Adem kardeşime de interneti ile ülkeye ve millete faydalı bir birey olması çağrısında bulunuyorum. #2023  https://twitter.com/ademuzuun/status/1230926281254068224 …",4
1582315288000,2020-02-21,23:01:28,obliivio,"Yaaaa Seni yerimm 😻😻😻💜
I Love you Turkcell 😬",4
1582315285000,2020-02-21,23:01:25,bagaturcvs,Köy yerinde çekmeyen telefon gibi modemi havalara kaldırıyoruz 😂,4
1582315186000,2020-02-21,22:59:46,mrtkyvn,@TurkcellHizmet şuan süper online olan internetim devre dışı kaldı enayimiyiz para ödüyoruz ne zaman giderilecek bu sorun bilgi alabilir miyim @Turkcell @TurkcellHizmet,4
1582315136000,2020-02-21,22:58:56,_hermes00,Taahhütüm var cayma bedelini öderseniz şuan geçerim Turkcell’e,4
1582315069000,2020-02-21,22:57:49,turkcellhizmet,Bizce de Turkcell! 💛 Ailemize katılmanız bizi çok mutlu eder!,4
1582314917000,2020-02-21,22:55:17,milkeryucel,Başvurduk cevap bekliyoruz,4
1582314894000,2020-02-21,22:54:54,bagaturcvs,Müşteri hizmetleri kapatıp açtırıyor başka çözümü de yok 😂,4
1582314878000,2020-02-21,22:54:38,celalsung,Turkcell de aynısını yapıyor. Oraya geç.,4
1582314742000,2020-02-21,22:52:22,kaymcansu,Yaşlandık adeta.,4
1582314493000,2020-02-21,22:48:13,aykut__akar,@Turkcell  birde şu doğal afetler zamanında hazırlıklı olsanız millet birbirine ulaşsa rahatla  https://twitter.com/kapaksesigeldi/status/1230545553198657538 …,4
1582314363000,2020-02-21,22:46:03,marmaris76,Ben 5 hattımda kaçtım :)  raHAT rahat gecirmesinler diye,4
1582314321000,2020-02-21,22:45:21,kadirkarayay,"Sizden bıktım sevgili @VodafoneDestek @VodafoneTR aileleri. Hiç bir işinizi doğru yapamıyorsunuz. Şu taahhüdüm Bi bitsin o zaman beklesin beni diğer operatörler.
@Turkcell
@TurkTelekom
15 GB ve üstü tekliflerinize açığım.",4
1582314317000,2020-02-21,22:45:17,turkcellhizmet,Olmaz mı hiç? 😊 Turkcell Tv+'ı kullanıyor musunuz?  http://bit.ly/2kd51rN  bağlantısını incelemenizi öneririz. 🌺,4
1582314282000,2020-02-21,22:44:42,atavratkuru,Geçtim Turkcell e 😁 hadi hayırlısı,4
1582314181000,2020-02-21,22:43:01,61tahacanbolat,"Kuzen bu çilen bitmedimi hala.
Bence ev halkının cep telefonlarına sınırsız internet tanımlamak zorundalar. Bir de bu ay ücret almamalılar . @Turkcell @TurkcellHizmet",4
1582314082000,2020-02-21,22:41:22,evrenimtrak,"Ya siz nasıl Türk Telekom kullanıyorsunuz, Turkcell’den sonra bi gün dayanamadım böyle giderse bir aya kürkçü dükkanındayım.",4
1582313915000,2020-02-21,22:38:35,gerezingo,Bunların müşt hizmetleri de bi değişik engellicem şimdi elemanı bu ne şimdi?? Yönetici takımının alayına en son ne zaman faks cihazı gördüklerini soracağım. Bunun birde linkedin ayağı var.. @Turkcell  pic.twitter.com/6dtGDYyYap,4
1582313890000,2020-02-21,22:38:10,ugyilmaaz,insan hediye falan verir kipsss,4
1582313757000,2020-02-21,22:35:57,aslihair,"2009 yılından beri Vodafone kullanıyorum 11 yıl sonra çözdükleri bir sorunum oldu düşünün artık,2 gün yazmadı diye operatör mü değiştirilir @VodafoneDestek Ama gönlüm @Turkcell ‘e gidecek bu gidişle",4
1582313738000,2020-02-21,22:35:38,omertokus,@Turkcell @TurkcellHizmet ulaşamıyorum. Acil ararmısımız teknik destek lazım fiber. Günlerdir ulaşamıyorum. Acı çekiyorum ya...,4
1582313649000,2020-02-21,22:34:09,sardunyazamani,Bugün itibari ile tekrar @Turkcell e dönmüş bulunmaktayım.Hadi bakalım 😇,4
1582313467000,2020-02-21,22:31:07,mstf_mndl,Olan internetimizi harciyamiyoruz ki iki gündür hiç bağlantı bile yok taahhüt biter bitmez Turkcell’e geciyorum,4
1582313454000,2020-02-21,22:30:54,1907lefterium,"5 yıllık Turkcell kullanıcısıyım , cihaz kampanyaları hariç 😅😂 Mükemmel",4
1582313454000,2020-02-21,22:30:54,kemalettin,"O zaman bekliyoruz!.. 
@AydinlikGazete de yakında @turkcell @dergilik’te olur mu @ATansug @Murat__Erkan ?",4
1582313330000,2020-02-21,22:28:50,azatansu,@azatamasadoglu o tv plus seyi sadece turkcell icinmi?? Yükledim simdi benden türkiye cep numarasi istiyo ya djdkdnjdjdjd,4
1582313306000,2020-02-21,22:28:26,trakyali5993,10 senedir Turkcell deyim görüyoruz herşeyi merak etmeyin,4
1582313268000,2020-02-21,22:27:48,merkek0,Mükemmel seçenekler sunuyorsunuz hangisini seçeceğimi bilemedim. pic.twitter.com/Q2Qg7ozsI4,4
1582313258000,2020-02-21,22:27:38,itirafet33,Bende Turkcell’e geçtim şebekem kesilmiyor,4
1582313048000,2020-02-21,22:24:08,ugurtayislam,Yeni hat ücreti yok demesinden kasıt ne ?,4
1582312958000,2020-02-21,22:22:38,sebihasaglam1,@Turkcell sizi seviyoreeee,4
1582312905000,2020-02-21,22:21:45,sebihasaglam1,Ben Turkcell'e geçmek istiyorum ya Turk telekom cekmiiyoooooooooooo,4
1582312789000,2020-02-21,22:19:49,aliramazanacar,Gerek yok çekmesin kafa dinliyoruz,4
1582312500000,2020-02-21,22:15:00,turkishindy,"📌 BTK, İstanbul depremindeki iletişim kesintisi nedeniyle GSM operatörlerine ceza kesti.

📌 Turkcell CEO’su: Belediyeler rant için 700 baz istasyonunu mühürledi

📌 Belediyeler: Baz istasyonlarının denetim ve konumlandırılması yetkisi BTK’da 

 https://www.independentturkish.com/node/135846#.Xk_mq9ct2m0.twitter …",4
1582312356000,2020-02-21,22:12:36,berkegurleyenn,"@VodafoneDestek 1000 kere aradığıma rağmen müşteri temsilcisine bağlanamıyorum, turkcell sizden pahalı olabılır ama musterılerıne saygı duyuyor, önceden verdiğim paralar sonuna kadar helall olsun turkcel @TurkcellHizmet @Turkcell",4
1582312308000,2020-02-21,22:11:48,lutfiye711,Hattım turkcell teşekkür ederim,4
1582312264000,2020-02-21,22:11:04,aydacimm,@Turkcell indirim yapsanıza kankama,4
1582312021000,2020-02-21,22:07:01,kirmizikutukola,dur bakalım adamin dediğini deneyeceğim,4
1582312005000,2020-02-21,22:06:45,melysasu,Vodafone mu Turkcell mi ????,4
1582311888000,2020-02-21,22:04:48,alikaya_r,Arayan numara  hattımın sorumlusu olan Turkcell Şirketi. Başka bir şirket ve ya kişidr değil. Ayrıca arayanlar zaten ücretlendiriliyor ?,4
1582311879000,2020-02-21,22:04:39,snnryksl5461,Sevgili @Turkcell neden yurt dışına mesaj göndermediğim halde farklı zaman dilimi ve saatler içerisinde numaramdan mesaj atılmış olduğu gözüküyor ve kesinti yapılıyor. Açıklamanızı bekliyorum. Müşteri hizmetlerinize ulaşılmıyor. #Turkcell,4
1582311803000,2020-02-21,22:03:23,realizma,"Yarın Göztepe’mizin maçı var, lütfen baz istasyonlarınız çeksin, geçen maç Güzelyalı’nın göbeğinde telefonlarımız çekmedi, yıl 2020 @TurkTelekom @VodafoneTR @Turkcell  pic.twitter.com/SxJ5dQ5sYW",4
1582311693000,2020-02-21,22:01:33,haliilcelik,O zaman Turkcell hiç gitmedi lan herkes kullanmaya devam etti,4
1582311305000,2020-02-21,21:55:05,svrsdnr,"Aynı zamanda teşekkürler #Turkcell
 https://youtu.be/RzKmO6q6I-8 ",4
1582311188000,2020-02-21,21:53:08,ankaradabjk,GB kazanma garantisi var diyo reklamda @Turkcell  pic.twitter.com/gcfvjQlxnh,4
1582311171000,2020-02-21,21:52:51,mhmt0000,"Ailece Turkcell’e geçiş için ve ayrıca yeni abonelik için talep de bulunduk defalarca müşteri hiz. ve Tim mağazaları ile gittik görüştük fakat tüm numaralar önceden kullanılmış, bırakın kullanılmayı 5 -10 yıl önce kapanmış 532 hat bilgisi dahi verilmiyor? Bu kadar zor olmamalı ?",4
1582310994000,2020-02-21,21:49:54,ahmetsofi0025,Asıl biz teşekkür ederiz  aldığımız hizmet e bakarız biz h üç bes fazla olmuş  önemli değil   çamur atan çok olur. Herkes işini yapıyor kolay gelsin  Turkcell Ailesi,4
1582310873000,2020-02-21,21:47:53,selcukucarcom,"Keşke, eski aboneleriniz için de cazip kampanyalar sunsanız. İlla hattı başka bir operatöre taşıyıp Turkcell'e geri mi gelmem lazım?",4
1582310848000,2020-02-21,21:47:28,kirmizikutukola,dağ tepe bayır ova plato göl deniz okyanus krater yeraltı vadide çeken @Turkcell Konya'da çekmiyor,4
1582310823000,2020-02-21,21:47:03,deniz77841090,@TurkcellHizmet ailecek turkcell kutlanıyoruz çok memnunuz fakat salla kazan gb da ya çok kısa süre veriyor ya da 250 mb,4
1582310616000,2020-02-21,21:43:36,ahmetsofi0025,20  seneye yakın Turkcell ailesin deyim  menü um  başarılarınızı devamını dilerim turkcel ailesi,4
1582310602000,2020-02-21,21:43:22,9falcao99,@Turkcell @TurkcellHizmet siz de iyice diğer operatörler gibi olmaya başladınız. Sürpriz noktalara gidiyorum bip salla kazan yapıyorum bip biraz cömert olun !!,4
1582310567000,2020-02-21,21:42:47,teknobilimadam1,Ülkemizin önde gelen operatör şirketlerinden olan Turkcell 2020 yılının başında olduğumuz şu günlerde yapay zekâ çalışmalarından uyacağı önemli kuralları belirledi.  #teknolojihaber #YapayZeka  https://teknobilimadami.com/turkcell-yapay-zeka-ilkelerini-acikladi/ … pic.twitter.com/42wU5T633z,4
1582318731000,2020-02-21,23:58:51,smhsy8,#TURKCELL Allah belanı versin turkcelll,0
1582318152000,2020-02-21,23:49:12,sevincliismail,"@Turkcell senin verdiğin hizmet yüzünden tam dört saattir twettere ulaşamıyorum..
Wifi ile ulaşabildiğim twetere, senin 4.5 ge internetin ulaşamıyor..
İki sefer müşteri hizmetlerini aradım..
Yok güncelleme falan filan işte..
Sonuç elde var sıfır..
#ProtestoEdiyorum",0
1582318036000,2020-02-21,23:47:16,umut_1907_41,@Turkcell müşteri temsilcisine bağlanmak için ne yapmalıyız? resmen işkence çekiyoruz,0
1582317234000,2020-02-21,23:33:54,bynokihan,yavşaklar ben 1 gb ta 33 lira veriyorum buna ne diyeceksiniz hırsızlar sizi aq.müşterilerinize sahip çıkında benide küfürbaz yapmayın aq şirketi,0
1582317026000,2020-02-21,23:30:26,ahsnsryy,Valla işlerini düzgün yapsınlar yeter. Yoksa hepimiz sinirden hastanelik olcaz,0
1582316969000,2020-02-21,23:29:29,aykuta10,"İstanbul depremindeki kesinti sonrası
3operatöre ceza yağdı

Turkcell’e 1 saat 15 dakikalık kesinti nedeniyle 2 milyon 90 bin TL

Vodafone’a 1 saat 45 dakikalık kesinti nedeniyle 2 milyon 459 bin TL

Türk Telekom’a ise,27 saatlik kesinti nedeniyle 5 milyon 272 bin TL ceza kesildi",0
1582316121000,2020-02-21,23:15:21,cagataysen12,Turkcell superonline superbox almayin arkadaslar herseyiyle rezalet tasinabilir internet diye satiyorlar kuruldugu yerden baska bir yerde cekmiyor @Turkcell,0
1582315442000,2020-02-21,23:04:02,kubilayulukavak,Turkcell’den dün ayrıldım bir daha no turkcell ☺️,0
1582315375000,2020-02-21,23:02:55,asosyalmuh,Verdiğiniz 30 GB bitsin diye telefondan interneti tv ye paylaştım netflixten dizileri Türk Telekom ile izliyorum 😁 @TurkTelekom Turkcell’den sonra bu kadar rahatlık şaşırtıyor azizim...,0
1582315205000,2020-02-21,23:00:05,gamzelann,Orospu çocuğu Turkcell yine kendi kendine paket tanımlamış bakalım bu ay ne kadar kayıcak,0
1582314914000,2020-02-21,22:55:14,hatunn_uzun,Sana lenet olsun turkcell @TurkcellHizmet,0
1582314758000,2020-02-21,22:52:38,anzertrk,Turkcell benim hakımı milletin hakkını yersen öyle 2 milyon 90 bin 384 lira İNŞANLAH DAHA BÜYÜK CEZALAR YERSINIZ.  #Turkcell #İDLİP,0
1582314738000,2020-02-21,22:52:18,erat4747,Bu türkcell kurtuldum için çok mutluyum 10 GB İnternet veriyor bir 5 dakika bir video izliyorsun hemen bitiyor bir yıl boyunca salla kazanda 3 saat bir GB veriyordu.. Sizden kurtuldum için çok mutluyum,0
1582314471000,2020-02-21,22:47:51,bagaturcvs,@Turkcell bende şikayetçiyim. İğrenç derecede yavaş ve hiç bir yerde çekmiyor. Aylık 140 lira para veriyoruz aldığımız hizmete bak. Her yere taşısan yanında götürsen ne olur.,0
1582314373000,2020-02-21,22:46:13,deorwine,"40 dakika bekletildim. Buradan sövünce arandım. Bundan anlıyorsunuz siz, baştan tahmin etmeliydim. Teşekkür etmek yerine sizi işleten zihniyete sokayım @Turkcell @TurkcellHizmet daha memnun olursunuz diye düşünüyorum.",0
1582314363000,2020-02-21,22:46:03,gerezingo,"İnanılır gibi değil, hizmette kalite budur lan! Müşteri hizmetleri kendini engellettirecek kadar saçmalar mı abi bi yaşıma daha girdim. O halde ben de tüm tepe yönetime kendimi engelletene kadar bu işin peşini bırakmayacağım. Sabah ola hayrola.  https://m.turkcell.com.tr/tr/hakkimizda/genel-bakis/yönetim-takımı … @Turkcell  pic.twitter.com/PqtGGs5GVJ",0
1582314256000,2020-02-21,22:44:16,hikmet_dumen,"Turkcell le bağlan hayata diyorsunuz, havadan karadan diyorsunuz ama biz daha size bağlanamıyoruz, hayata nasıl bağlanıcaz. Pes diyorum ve size daha hiçbirşey demiyorum. Böyle rezillik olmaz @Turkcell @Fiberintenet @TurkcellHizmet pic.twitter.com/WgKzkqkSeN",0
1582314240000,2020-02-21,22:44:00,notkoncom,"Turkcell, Vodafone ve Türk Telekom’a deprem cezası!

 http://notkon.com/haber/turkcell-vodafone-ve-turk-telekom-a-15345/ …",0
1582313365000,2020-02-21,22:29:25,tolgatoren,Aksi takdirde 16 yıllık Turkcell kullanıcısı olarak farklı bir operatöre geçiş sağlıcam çözüm ekibi ve müşteri ilişkileri  iletişim uzmanlarından 16 yıllık Turkcell kullanıcısı olarak hiç ama hiç memnun değilim @vodafone yada @türktelekom a geçicem,0
1582313211000,2020-02-21,22:26:51,deorwine,Ensar destekçisi yavşak @Turkcell,0
1582313134000,2020-02-21,22:25:34,ertankanik,@Turkcell  dedik kaliteli olur dedik interneti @süperonline almaya kalktık ama elimizi verdik kolumuzu kaptırdık sakın ve sakın sakın yaklaşmayın böyle rezil bi hizmet anlayışı yok sakın düşünmeyin bile. Bi işlemi 1 senedir yapamadılar pişman ettiler.,0
1582313015000,2020-02-21,22:23:35,deorwine,"Ensara sponsor şirketten ne bekliyorsam, ben kendime kızıyorum. Teşekkürler beni kendime getirdiğiniz için @Turkcell @TurkcellHizmet",0
1582312978000,2020-02-21,22:22:58,ertugrulsahin94,Sahtekarlikla milletten aldığınız milyon liralara sayın @Turkcell  https://twitter.com/sputnik_TR/status/1230829521387040768 …,0
1582312976000,2020-02-21,22:22:56,deorwine,"2 dakikalık bir iş ya açacaksın telefonu, sorun ne söyleyeceksin. Bundan acizsiniz. Sizin allah belanızı versin, size mecbur kaldığımız sistemin ağzına sıçayım @Turkcell @TurkcellHizmet",0
1582312944000,2020-02-21,22:22:24,kuzgun_081,"Kullanmadığım abone olmadığım mobil ödeme servisinin ücretini her 3 ayda bir bana yerleştirirken yapacak bir şey yok tavrı takınan @Turkcell e bir çift sözüm var
Yapacak bir şey yok paşa paşa ödeyeceksiniz
Birinden vicdan beklerken kendinizde aynaya bakın.",0
1582312926000,2020-02-21,22:22:06,deorwine,Size para kazandıran kafama sıçayım @Turkcell @TurkcellHizmet,0
1582312893000,2020-02-21,22:21:33,deorwine,"İnternetim anlamadığım bir sebeple kesik; müşteri hizmetlerini arıyorum 28 dakikadır bekletiliyorum @Turkcell tarafından. Havada karada bağlılarmış, dağ başında bağlılarmış ama İstanbul'un göbeğinde internetim bağlı değil; çağrı merkezlerine bile bağlıyamıyorlar.",0
1582312614000,2020-02-21,22:16:54,slaweally,Derdimi anlatacak birini koca @Turkcell 'de bulamadım 2 aydır 😔,0
1582312110000,2020-02-21,22:08:30,tolgatoren,Geçiş sağlıcam Turkcell çözüm ekibi farklı bir operatöre geçiş sağlamamdaki  ve müşteri hizmetleri iletişim uzmanları buna sebeptir mağduriyetim giderilmiyor +2 +3 üç diye hata veriyor Ocak ayında da alamadım Şubat ayında da sürpriz nokta dan faydalanamıyorum @TurkcellHizmet,0
1582312058000,2020-02-21,22:07:38,atakan_akkuss,Ben 2 aydır deniyorum kanka son 1.5 aydır hiç memnun değilim internetten 35'lik birde 👍,0
1582311945000,2020-02-21,22:05:45,atakan_akkuss,Merak etme kanka 5 metre ötedeki odadan internetim bile çekmiyo,0
1582311851000,2020-02-21,22:04:11,tolgatoren,Ekran görüntüsünü 2 Ocak tan beri dijital operatör den gönderiyorum lakin gerekli aksiyon alınmıyor datalarımda düşüm tl lerimde düşüm sağlanıyor hiç bir şekilde mağduriyetim giderilmiyor 16 yıllık Turkcell kullanıcısı olarak bu durum dan hiç memnun değilim farklı bir operatöre,0
1582311666000,2020-02-21,22:01:06,tukenmezhaber,"Turkcell, Vodafone ve Türk Telekom’a deprem sonrası kesinti nedeniyle ceza  https://www.tukenmezhaber.com/guncel/turkcell-vodafone-ve-turk-telekoma-deprem-sonrasi-kesinti-ne …
#TukenmezHaber",0
1582311636000,2020-02-21,22:00:36,cihad06805093,Ben de turkcell i yim sözleşmem  var bitse hemen Vodafone geçecem çünkü siz hemen bir fırsata milleti kandırıp milleten  para kırpma derdindesiniz yani sadece  derdiniz para böyle yapanlara Allah bela vermezde ne verir.,0
1582311281000,2020-02-21,21:54:41,maske072,@Turkcell kadar kendini met eden başka bir şirket yok 90₺ ödüyorum ama verdiği internet 10+5 yani 15gb ve ay sonuna zar zor yetiyor @VodafoneTR sizin bana önereceğiniz bir teklif varmı yada @TurkcellHizmet bana bir teklifiniz var mı? Taahhüttüm bitmek üzere!,0
1582310385000,2020-02-21,21:39:45,msahinatess,"Defalarca müşteri temsilcisini arayıp uyarmama rağmen Adana'nın ortasında internet çekmiyor. Her ay 120 lirayı çekmeyen internete ödeyen kerizlerden biriyim..
 #Turkcell",0
1582405188000,2020-02-22,23:59:48,lamiyaozlem,"#VodafoneDolandırıcılığı
Ülkede her kurum dolandırıcı
Turkcell e geçme vakti geldi sanırım",4
1582405145000,2020-02-22,23:59:05,bulunmamali,@Turkcell seni bırakıp @VodafoneTR  geçtiğim için öylesine pişmanım ki. Her geçen saniye pişmanlığım giderek artıyor.,4
1582405144000,2020-02-22,23:59:04,buyukhumam,Paketler iyi güzel de başkasının üzerine kayıtlı olan kullanıcısı olduğum hattımı kendi üzerime almak 100₺ siz güzellik yapın ben çat diye geçeyim Turkcell e,4
